,HomePlanet,CryoSleep,Destination,Age,Transported,Expenditure,No_spending,Group,Group_size,Solo,Cabin_deck,Cabin_side,Family_size
1351,0,0,2,24,0,827.0,0,1425,3,0,5,0,10.0
1352,0,1,2,1,1,0.0,1,1425,3,0,6,0,10.0
1353,0,1,2,4,1,0.0,1,1425,3,0,6,0,10.0
1354,1,1,0,28,1,0.0,1,1426,1,1,3,0,6.0
1355,2,1,2,46,1,0.0,1,1427,2,0,5,1,5.0
1356,2,0,2,67,0,2416.0,0,1427,2,0,5,1,5.0
1357,0,0,2,44,0,788.0,0,1428,1,1,4,1,7.0
1358,0,0,2,14,0,2485.0,0,1430,1,1,5,0,5.0
1359,0,0,2,23,1,969.0,0,1431,1,1,6,0,4.0
1360,0,1,2,51,0,0.0,1,1433,1,1,6,1,5.0
1361,0,0,2,20,0,722.0,0,1434,3,0,6,0,14.0
1362,0,0,2,0,1,0.0,1,1434,3,0,7,1,14.0
1363,0,1,2,0,0,0.0,1,1434,3,0,6,0,14.0
1364,0,0,2,23,0,705.0,0,1435,1,1,6,0,10.0
1365,0,0,2,24,0,791.0,0,1438,1,1,4,0,15.0
1366,2,0,2,41,0,1286.0,0,1439,2,0,5,1,6.0
1367,2,0,2,30,0,962.0,0,1439,2,0,3,1,6.0
1368,0,0,2,27,0,2525.0,0,1440,1,1,5,1,6.0
1369,0,1,1,13,1,0.0,1,1442,1,1,6,1,5.0
1370,0,1,2,16,1,0.0,1,1443,1,1,6,0,6.0
1371,1,0,2,30,1,2211.0,0,1444,1,1,2,1,8.0
1372,0,0,1,8,1,0.0,1,1445,1,1,6,1,3.0
1373,0,0,2,59,0,755.0,0,1447,1,1,6,0,10.0
1374,1,1,0,43,1,0.0,1,1450,2,0,3,1,2.0
1375,1,0,0,30,0,5717.0,0,1450,2,0,3,1,2.0
1376,1,0,0,46,0,6379.0,0,1451,2,0,2,1,4.0
1377,1,1,2,39,1,0.0,1,1451,2,0,2,1,4.0
1378,1,0,2,21,0,3676.0,0,1452,5,0,2,0,13.0
1379,1,1,2,70,1,0.0,1,1452,5,0,7,1,13.0
1380,1,0,0,34,0,3159.0,0,1452,5,0,2,0,13.0
1381,1,0,2,33,0,7035.0,0,1452,5,0,2,0,13.0
1382,1,1,0,44,1,0.0,1,1452,5,0,2,0,13.0
1383,0,1,0,16,0,6279.0,0,1453,2,0,6,0,12.0
1384,0,0,2,63,1,809.0,0,1453,2,0,6,0,12.0
1385,1,0,2,37,0,17708.0,0,1454,1,1,3,1,4.0
1386,1,1,0,29,1,0.0,1,1455,5,0,1,1,8.0
1387,1,0,2,29,1,3223.0,0,1455,5,0,1,1,2.0
1388,1,1,0,22,1,0.0,1,1455,5,0,1,1,8.0
1389,1,0,2,26,1,3166.0,0,1455,5,0,1,1,8.0
1390,1,0,0,76,0,20078.0,0,1455,5,0,1,1,8.0
1391,0,0,2,61,0,4793.0,0,1457,1,1,4,1,5.0
1392,0,0,2,46,0,2343.0,0,1458,1,1,6,1,14.0
1393,0,0,2,19,1,1292.0,0,1460,2,0,5,0,6.0
1394,0,1,1,13,1,0.0,1,1460,2,0,6,0,6.0
1395,0,1,2,28,0,0.0,1,1461,1,1,6,1,8.0
1396,0,1,2,30,1,0.0,1,1462,1,1,6,0,2.0
1397,0,0,1,23,0,689.0,0,1463,1,1,5,1,1.0
1398,0,0,1,63,0,891.0,0,1465,1,1,6,0,8.0
1399,0,0,2,21,0,982.0,0,1467,1,1,4,1,10.0
1400,2,1,2,32,1,0.0,1,1474,1,1,5,0,2.0
1401,0,0,2,33,0,2789.0,0,1478,2,0,5,0,1.0
1402,0,0,1,39,0,1453.0,0,1478,2,0,5,0,8.0
1403,2,1,2,49,1,0.0,1,1479,1,1,5,0,9.0
1404,2,0,2,27,0,1299.0,0,1481,1,1,4,0,4.0
1405,0,1,2,16,0,977.0,0,1484,1,1,4,0,7.0
1406,2,1,2,38,1,0.0,1,1485,1,1,5,0,5.0
1407,2,1,2,42,1,0.0,1,1488,1,1,4,0,5.0
1408,0,0,2,19,0,888.0,0,1489,1,1,6,1,7.0
1409,1,0,0,26,0,4302.0,0,1490,1,1,3,0,2.0
1410,0,0,0,32,1,825.0,0,1491,3,0,6,0,6.0
1411,0,0,2,56,0,759.0,0,1491,3,0,5,0,6.0
1412,0,0,2,0,1,0.0,1,1491,3,0,6,0,1.0
1413,0,0,2,38,0,748.0,0,1493,1,1,5,1,7.0
1414,0,0,2,30,0,648.0,0,1498,1,1,5,0,4.0
1415,0,0,2,21,0,1068.0,0,1499,1,1,5,1,5.0
1416,0,0,2,11,0,0.0,1,1500,7,0,6,1,12.0
1417,0,0,2,3,0,0.0,1,1500,7,0,6,1,12.0
1418,0,0,0,17,1,1023.0,0,1500,7,0,6,1,14.0
1419,0,1,0,35,1,0.0,1,1500,7,0,6,1,12.0
1420,0,0,0,17,0,879.0,0,1500,7,0,5,1,14.0
1421,0,1,2,0,1,0.0,1,1500,7,0,6,1,14.0
1422,0,1,2,46,1,0.0,1,1500,7,0,6,1,14.0
1423,0,0,2,63,0,810.0,0,1501,1,1,6,0,9.0
1424,2,0,2,35,0,2388.0,0,1503,2,0,3,0,2.0
1425,2,0,2,61,0,1182.0,0,1503,2,0,3,0,2.0
1426,0,0,2,19,1,648.0,0,1506,1,1,5,0,4.0
1427,0,0,2,43,1,1219.0,0,1507,4,0,5,1,1.0
1428,0,0,2,14,0,1104.0,0,1507,4,0,5,1,5.0
1429,0,0,2,78,0,445.0,0,1507,4,0,6,1,5.0
1430,0,0,2,21,0,888.0,0,1507,4,0,5,1,5.0
1431,2,0,2,32,0,1298.0,0,1509,1,1,4,0,11.0
1432,2,0,2,31,0,1227.0,0,1510,1,1,5,1,6.0
1433,1,0,2,40,1,1619.0,0,1511,4,0,1,1,8.0
1434,1,1,2,13,1,0.0,1,1511,4,0,1,1,6.0
1435,1,0,2,36,0,4338.0,0,1511,4,0,1,1,8.0
1436,1,0,0,31,0,8618.0,0,1511,4,0,1,1,6.0
1437,0,0,2,18,0,778.0,0,1515,1,1,5,1,9.0
1438,0,1,2,40,1,0.0,1,1520,1,1,6,1,7.0
1439,2,1,2,28,1,0.0,1,1521,1,1,5,1,7.0
1440,1,1,0,41,1,0.0,1,1523,2,0,1,1,10.0
1441,1,1,2,35,1,0.0,1,1523,2,0,1,1,10.0
1442,0,1,2,14,1,0.0,1,1524,1,1,6,1,5.0
1443,2,0,2,20,1,1846.0,0,1525,1,1,5,0,5.0
1444,0,0,0,23,0,781.0,0,1526,1,1,5,0,3.0
1445,1,1,0,22,1,0.0,1,1527,2,0,3,0,5.0
1446,1,0,2,25,1,0.0,1,1527,2,0,3,0,5.0
1447,2,0,0,18,1,6027.0,0,1528,1,1,3,0,4.0
1448,1,0,1,25,1,7396.0,0,1529,2,0,0,1,8.0
1449,1,0,2,30,1,0.0,1,1529,2,0,0,1,8.0
1450,0,0,2,46,0,810.0,0,1531,1,1,6,1,9.0
1451,1,0,2,27,0,11410.0,0,1532,1,1,1,1,4.0
1452,0,0,2,53,0,1016.0,0,1533,1,1,6,0,14.0
1453,2,1,2,21,1,0.0,1,1536,1,1,5,1,7.0
1454,1,1,0,32,1,3862.0,0,1539,1,1,0,1,3.0
1455,1,0,2,32,0,4025.0,0,1540,3,0,2,0,6.0
1456,1,0,2,33,1,7714.0,0,1540,3,0,2,0,6.0
1457,1,0,2,26,0,3888.0,0,1540,3,0,2,0,6.0
1458,0,0,2,47,1,739.0,0,1541,1,1,5,1,11.0
1459,2,0,2,13,0,7349.0,0,1542,1,1,5,1,4.0
1460,1,1,0,34,1,0.0,1,1543,1,1,2,0,2.0
1461,0,0,2,21,0,809.0,0,1544,1,1,6,0,6.0
1462,2,0,2,20,1,1425.0,0,1545,1,1,7,1,6.0
1463,0,0,2,21,0,856.0,0,1547,1,1,5,1,13.0
1464,1,1,0,51,1,0.0,1,1548,2,0,1,0,2.0
1465,1,1,2,18,1,0.0,1,1548,2,0,1,0,2.0
1466,1,0,2,26,0,4303.0,0,1550,2,0,2,1,3.0
1467,1,0,0,53,0,7633.0,0,1550,2,0,7,1,3.0
1468,1,0,2,30,1,2879.0,0,1551,1,1,4,0,2.0
1469,0,1,2,37,0,0.0,1,1552,1,1,6,1,9.0
1470,1,0,2,45,0,4376.0,0,1555,1,1,0,1,4.0
1471,0,0,2,62,0,893.0,0,1558,1,1,6,0,5.0
1472,0,0,2,38,0,883.0,0,1560,1,1,6,1,6.0
1473,0,0,0,24,0,2152.0,0,1561,1,1,5,0,10.0
1474,0,0,2,18,0,775.0,0,1562,1,1,5,0,8.0
1475,2,1,2,23,0,0.0,1,1564,1,1,5,1,3.0
1476,0,0,1,16,0,2285.0,0,1565,1,1,5,1,8.0
1477,1,1,2,37,1,0.0,1,1567,1,1,1,0,1.0
1478,0,0,2,22,0,1127.0,0,1568,2,0,7,1,10.0
1479,0,1,1,18,1,0.0,1,1568,2,0,6,0,10.0
1480,2,1,2,25,1,0.0,1,1569,1,1,5,0,6.0
1481,0,0,2,26,0,786.0,0,1572,2,0,6,0,8.0
1482,0,0,2,25,0,873.0,0,1572,2,0,5,0,6.0
1483,2,0,2,55,0,1182.0,0,1573,1,1,3,1,6.0
1484,2,0,2,28,0,1029.0,0,1576,1,1,4,0,9.0
1485,0,0,2,23,1,169.0,0,1577,1,1,5,0,5.0
1486,0,0,2,22,0,983.0,0,1578,1,1,4,0,6.0
1487,0,0,0,26,1,2153.0,0,1579,1,1,5,0,5.0
1488,0,0,2,13,0,722.0,0,1580,2,0,6,1,7.0
1489,0,0,2,18,0,888.0,0,1580,2,0,6,1,7.0
1490,2,1,2,38,1,0.0,1,1581,2,0,5,0,6.0
1491,2,1,2,28,1,0.0,1,1581,2,0,7,1,6.0
1492,0,0,2,57,0,804.0,0,1584,2,0,5,0,10.0
1493,0,1,2,0,0,0.0,1,1584,2,0,6,0,10.0
1494,0,1,2,18,1,0.0,1,1585,1,1,6,0,3.0
1495,1,1,2,25,1,0.0,1,1588,2,0,4,0,2.0
1496,1,0,0,35,1,18118.0,0,1588,2,0,4,0,2.0
1497,1,0,2,37,1,1357.0,0,1590,2,0,3,1,3.0
1498,1,0,0,33,0,2499.0,0,1590,2,0,3,1,3.0
1499,1,0,2,35,1,4587.0,0,1592,2,0,2,1,2.0
1500,1,0,0,47,1,3826.0,0,1592,2,0,2,1,2.0
1501,0,0,2,23,0,788.0,0,1593,1,1,4,1,12.0
1502,0,0,2,28,1,928.0,0,1594,1,1,6,0,8.0
1503,1,0,0,27,1,4378.0,0,1595,1,1,2,0,8.0
1504,1,1,2,23,1,0.0,1,1596,1,1,1,0,1.0
1505,0,1,2,31,1,0.0,1,1597,1,1,6,0,8.0
1506,1,1,2,19,1,0.0,1,1599,2,0,2,0,6.0
1507,1,1,0,53,1,0.0,1,1599,2,0,2,0,6.0
1508,0,0,2,37,0,774.0,0,1601,1,1,6,0,4.0
1509,0,0,2,18,0,2736.0,0,1602,1,1,5,1,5.0
1510,0,0,2,42,0,713.0,0,1603,3,0,5,0,10.0
1511,0,1,2,7,1,0.0,1,1603,3,0,6,0,10.0
1512,0,0,0,7,1,0.0,1,1603,3,0,6,0,10.0
1513,0,0,2,24,0,782.0,0,1604,1,1,6,0,4.0
1514,1,0,2,20,1,2287.0,0,1606,1,1,4,1,6.0
1515,0,0,2,24,0,2151.0,0,1608,1,1,5,0,10.0
1516,0,0,2,42,1,909.0,0,1611,1,1,6,1,14.0
1517,1,0,2,49,1,4093.0,0,1612,2,0,4,0,5.0
1518,1,1,2,47,1,0.0,1,1612,2,0,4,0,5.0
1519,0,0,0,16,0,876.0,0,1613,1,1,7,1,12.0
1520,2,0,2,26,0,1432.0,0,1614,1,1,5,0,9.0
1521,0,0,2,24,0,691.0,0,1615,3,0,5,0,10.0
1522,0,1,2,38,1,0.0,1,1615,3,0,6,0,5.0
1523,0,0,2,0,1,0.0,1,1615,3,0,6,0,10.0
1524,2,0,1,37,0,2404.0,0,1617,1,1,3,0,7.0
1525,0,1,2,39,1,0.0,1,1619,1,1,6,1,18.0
1526,0,0,0,25,1,801.0,0,1621,2,0,5,1,7.0
1527,0,0,1,25,0,683.0,0,1621,2,0,5,1,7.0
1528,2,1,2,35,1,0.0,1,1622,1,1,5,0,4.0
1529,0,1,1,0,1,0.0,1,1624,3,0,6,1,14.0
1530,0,0,0,46,1,674.0,0,1624,3,0,6,1,14.0
1531,0,1,2,4,1,0.0,1,1624,3,0,6,1,14.0
1532,1,1,0,19,1,0.0,1,1625,2,0,2,0,3.0
1533,1,0,2,29,0,3141.0,0,1625,2,0,2,0,3.0
1534,0,0,2,19,0,10.0,0,1626,1,1,5,0,14.0
1535,1,1,2,47,1,0.0,1,1628,1,1,1,1,9.0
1536,0,1,1,1,1,0.0,1,1630,3,0,6,1,12.0
1537,0,1,2,4,0,0.0,1,1630,3,0,6,1,12.0
1538,0,0,2,37,0,775.0,0,1630,3,0,5,1,12.0
1539,0,0,2,61,0,1609.0,0,1631,1,1,4,1,8.0
1540,1,1,2,32,1,0.0,1,1632,1,1,2,1,4.0
1541,0,1,2,4,1,0.0,1,1633,2,0,6,0,10.0
1542,0,1,2,16,1,0.0,1,1633,2,0,6,0,10.0
1543,0,1,0,25,0,0.0,1,1634,1,1,6,1,7.0
1544,0,0,2,22,0,2434.0,0,1635,1,1,5,0,9.0
1545,0,0,2,41,0,907.0,0,1636,1,1,6,1,4.0
1546,0,1,2,25,1,0.0,1,1637,1,1,6,1,5.0
1547,0,0,2,19,0,787.0,0,1638,1,1,4,1,9.0
1548,0,0,2,21,1,926.0,0,1640,1,1,6,0,6.0
1549,0,0,0,14,0,796.0,0,1644,1,1,5,0,10.0
1550,0,1,0,18,0,0.0,1,1645,1,1,7,1,8.0
1551,0,0,2,34,1,885.0,0,1646,1,1,6,0,13.0
1552,0,0,2,33,0,969.0,0,1647,1,1,5,0,6.0
1553,0,1,0,14,0,0.0,1,1649,1,1,6,0,18.0
1554,0,1,0,28,1,0.0,1,1650,1,1,6,1,9.0
1555,0,1,1,43,0,0.0,1,1651,3,0,6,0,4.0
1556,0,0,0,3,1,0.0,1,1651,3,0,6,0,10.0
1557,0,1,1,0,1,0.0,1,1651,3,0,6,0,4.0
1558,1,0,2,47,0,2913.0,0,1653,1,1,0,1,2.0
1559,0,0,2,28,0,3207.0,0,1655,2,0,7,1,10.0
1560,0,0,2,40,1,807.0,0,1655,2,0,5,1,10.0
1561,0,0,2,17,0,198.0,0,1656,1,1,5,1,10.0
1562,0,0,2,21,0,5648.0,0,1657,1,1,6,0,6.0
1563,2,0,2,28,1,1160.0,0,1658,1,1,5,1,5.0
1564,0,0,2,41,0,803.0,0,1659,1,1,5,1,6.0
1565,0,1,2,20,0,906.0,0,1660,1,1,4,1,10.0
1566,1,0,2,56,0,0.0,1,1661,4,0,0,1,4.0
1567,1,0,2,57,0,2376.0,0,1661,4,0,0,1,2.0
1568,1,1,2,48,1,0.0,1,1661,4,0,0,1,4.0
1569,1,0,2,37,0,3696.0,0,1661,4,0,0,1,4.0
1570,0,0,1,20,0,669.0,0,1662,1,1,5,1,7.0
1571,0,1,1,36,1,0.0,1,1663,1,1,6,0,11.0
1572,1,0,2,38,1,3851.0,0,1666,1,1,3,1,5.0
1573,0,0,2,22,0,645.0,0,1668,1,1,5,1,5.0
1574,2,0,2,31,0,2599.0,0,1669,3,0,5,1,4.0
1575,2,1,2,0,1,0.0,1,1669,3,0,5,1,4.0
1576,2,0,0,21,0,2362.0,0,1669,3,0,5,1,5.0
1577,0,0,2,49,0,1724.0,0,1670,2,0,6,0,15.0
1578,0,1,2,44,0,0.0,1,1670,2,0,6,0,15.0
1579,1,0,0,28,0,7627.0,0,1671,1,1,1,1,14.0
1580,0,0,2,29,0,804.0,0,1672,1,1,5,1,7.0
1581,0,0,0,16,0,898.0,0,1673,1,1,5,0,3.0
1582,0,1,1,20,0,0.0,1,1674,1,1,6,1,1.0
1583,0,1,2,26,0,0.0,1,1676,1,1,6,0,4.0
1584,0,0,2,19,0,92.0,0,1677,1,1,4,0,5.0
1585,0,0,2,34,0,883.0,0,1681,1,1,6,1,9.0
1586,2,1,2,38,1,0.0,1,1682,1,1,5,0,5.0
1587,0,0,0,51,0,615.0,0,1685,3,0,7,1,10.0
1588,0,0,0,7,0,0.0,1,1685,3,0,6,0,10.0
1589,0,1,2,3,1,0.0,1,1685,3,0,6,0,10.0
1590,2,0,2,26,0,1416.0,0,1687,1,1,5,0,5.0
1591,0,0,2,27,0,787.0,0,1688,3,0,4,1,6.0
1592,0,1,2,7,0,0.0,1,1688,3,0,7,1,6.0
1593,0,1,2,19,1,0.0,1,1688,3,0,6,1,6.0
1594,0,0,2,28,0,873.0,0,1690,1,1,5,0,5.0
1595,2,0,2,27,0,5871.0,0,1691,1,1,5,1,4.0
1596,0,1,1,31,1,0.0,1,1694,1,1,6,1,9.0
1597,0,0,2,26,0,783.0,0,1695,1,1,6,1,3.0
1598,1,0,2,43,0,16535.0,0,1696,1,1,1,0,1.0
1599,0,0,2,23,0,786.0,0,1697,1,1,6,0,4.0
1600,0,1,1,14,1,0.0,1,1698,1,1,4,1,11.0
1601,0,0,0,47,1,642.0,0,1699,1,1,5,0,5.0
1602,1,1,2,17,1,0.0,1,1700,2,0,1,1,10.0
1603,1,0,2,64,0,6826.0,0,1700,2,0,1,1,10.0
1604,2,0,2,13,0,1802.0,0,1704,2,0,3,1,5.0
1605,2,0,0,18,1,1766.0,0,1704,2,0,3,1,5.0
1606,2,0,2,29,0,0.0,1,1705,1,1,4,1,3.0
1607,0,0,1,70,0,1296.0,0,1708,1,1,5,0,8.0
1608,2,0,2,23,0,1325.0,0,1709,7,0,5,1,14.0
1609,2,0,2,23,1,2299.0,0,1709,7,0,3,1,14.0
1610,2,0,2,35,0,1338.0,0,1709,7,0,7,1,14.0
1611,2,0,2,17,0,1896.0,0,1709,7,0,4,1,14.0
1612,2,1,2,26,1,0.0,1,1709,7,0,5,1,14.0
1613,2,0,2,15,0,3461.0,0,1709,7,0,3,1,14.0
1614,2,0,2,19,0,1687.0,0,1709,7,0,5,1,14.0
1615,0,1,1,20,1,0.0,1,1710,1,1,6,0,11.0
1616,0,1,2,51,0,2414.0,0,1711,1,1,5,1,1.0
1617,2,1,2,17,0,1119.0,0,1712,2,0,5,0,1.0
1618,2,0,2,27,0,2598.0,0,1712,2,0,5,0,5.0
1619,0,0,2,43,0,812.0,0,1713,1,1,6,0,5.0
1620,0,0,2,5,0,0.0,1,1714,1,1,6,1,9.0
1621,0,1,2,17,0,0.0,1,1715,1,1,6,1,6.0
1622,0,0,2,40,1,1522.0,0,1717,2,0,4,0,5.0
1623,0,0,2,38,0,1683.0,0,1717,2,0,4,0,8.0
1624,0,1,2,20,1,0.0,1,1718,1,1,7,1,4.0
1625,0,1,2,13,0,0.0,1,1719,1,1,6,0,12.0
1626,0,0,2,15,0,1001.0,0,1721,1,1,5,0,6.0
1627,0,0,2,15,0,987.0,0,1723,1,1,4,1,10.0
1628,1,0,0,59,1,1675.0,0,1724,1,1,0,1,6.0
1629,0,0,2,24,0,804.0,0,1725,1,1,5,1,7.0
1630,2,1,2,28,1,0.0,1,1727,2,0,5,0,7.0
1631,2,0,0,52,0,2699.0,0,1727,2,0,3,0,7.0
1632,0,0,2,38,0,883.0,0,1728,1,1,6,0,10.0
1633,0,0,2,26,1,1088.0,0,1729,1,1,5,0,11.0
1634,0,0,0,17,1,863.0,0,1730,1,1,4,0,7.0
1635,0,1,1,17,1,0.0,1,1731,2,0,6,0,11.0
1636,0,0,0,20,1,809.0,0,1731,2,0,6,0,11.0
1637,0,0,2,15,0,1444.0,0,1733,1,1,5,0,11.0
1638,0,1,2,30,1,0.0,1,1734,1,1,6,0,7.0
1639,0,1,1,22,0,0.0,1,1736,1,1,6,0,11.0
1640,0,0,2,18,0,486.0,0,1738,2,0,4,1,9.0
1641,0,1,0,22,1,0.0,1,1738,2,0,6,1,9.0
1642,0,1,1,20,1,0.0,1,1739,1,1,6,1,12.0
1643,0,0,2,22,0,785.0,0,1740,1,1,6,1,14.0
1644,2,0,1,34,0,914.0,0,1742,1,1,3,0,6.0
1645,1,0,2,28,0,7595.0,0,1745,1,1,4,1,1.0
1646,2,1,2,50,1,0.0,1,1746,1,1,5,1,5.0
1647,0,0,0,19,1,509.0,0,1747,1,1,6,1,9.0
1648,0,0,2,21,0,809.0,0,1748,3,0,6,0,10.0
1649,0,0,2,0,0,0.0,1,1748,3,0,6,0,10.0
1650,0,0,2,4,1,0.0,1,1748,3,0,6,0,10.0
1651,0,1,1,59,0,0.0,1,1749,1,1,6,0,5.0
1652,0,0,0,15,1,1315.0,0,1752,1,1,5,1,9.0
1653,0,1,2,24,1,0.0,1,1753,1,1,6,1,7.0
1654,0,1,2,26,0,0.0,1,1755,1,1,6,1,4.0
1655,0,0,2,67,0,900.0,0,1757,1,1,5,1,7.0
1656,0,0,2,55,0,908.0,0,1758,1,1,6,1,8.0
1657,0,0,2,50,0,803.0,0,1760,1,1,5,1,6.0
1658,0,0,0,23,0,702.0,0,1761,1,1,5,0,7.0
1659,0,0,1,21,1,2427.0,0,1762,2,0,4,1,14.0
1660,0,0,2,15,0,531.0,0,1762,2,0,6,1,14.0
1661,1,0,2,41,1,3299.0,0,1763,1,1,4,1,1.0
1662,2,1,2,59,1,0.0,1,1764,2,0,5,1,3.0
1663,2,0,2,18,0,0.0,1,1764,2,0,4,1,3.0
1664,0,0,0,21,0,1445.0,0,1766,1,1,5,1,10.0
1665,1,1,0,14,1,0.0,1,1767,4,0,2,1,5.0
1666,1,0,2,50,1,5633.0,0,1767,4,0,2,1,4.0
1667,1,0,2,32,1,6564.0,0,1767,4,0,2,1,5.0
1668,1,1,2,46,1,0.0,1,1767,4,0,2,1,5.0
1669,0,0,2,28,0,756.0,0,1768,1,1,6,1,12.0
1670,2,1,2,58,1,0.0,1,1769,1,1,5,1,7.0
1671,1,1,0,15,1,0.0,1,1770,1,1,1,1,5.0
1672,0,0,2,35,1,774.0,0,1771,1,1,6,0,10.0
1673,2,0,2,30,0,1308.0,0,1772,1,1,5,0,2.0
1674,2,1,2,30,1,0.0,1,1774,1,1,4,1,3.0
1675,0,0,2,43,1,884.0,0,1775,1,1,6,1,9.0
1676,0,0,2,21,0,809.0,0,1776,1,1,6,1,11.0
1677,0,1,1,15,0,0.0,1,1778,1,1,6,1,4.0
1678,0,0,0,37,1,778.0,0,1779,1,1,5,0,8.0
1679,1,0,0,28,1,11038.0,0,1781,1,1,2,1,4.0
1680,0,1,2,28,0,0.0,1,1782,2,0,7,1,7.0
1681,0,0,2,40,0,804.0,0,1782,2,0,5,1,7.0
1682,0,0,0,42,0,619.0,0,1783,2,0,6,1,9.0
1683,0,1,1,21,0,0.0,1,1783,2,0,6,1,9.0
1684,2,1,0,31,0,0.0,1,1785,1,1,4,0,3.0
1685,0,0,2,51,0,794.0,0,1786,1,1,5,1,10.0
1686,2,0,2,73,0,1308.0,0,1792,1,1,5,0,5.0
1687,1,1,2,26,1,0.0,1,1796,1,1,2,1,1.0
1688,1,1,0,33,1,0.0,1,1797,1,1,1,0,2.0
1689,0,0,2,39,0,790.0,0,1798,1,1,4,1,7.0
1690,0,0,2,19,0,908.0,0,1799,1,1,6,0,5.0
1691,0,0,0,12,1,0.0,1,1800,5,0,6,1,7.0
1692,0,1,0,10,0,0.0,1,1800,5,0,6,1,7.0
1693,0,1,2,0,0,0.0,1,1800,5,0,6,1,7.0
1694,0,0,2,0,1,0.0,1,1800,5,0,6,1,4.0
1695,0,1,2,1,1,0.0,1,1800,5,0,6,1,7.0
1696,0,0,2,33,0,790.0,0,1802,1,1,4,0,8.0
1697,0,0,0,23,0,722.0,0,1803,1,1,5,0,9.0
1698,2,1,2,5,1,0.0,1,1804,1,1,5,0,10.0
1699,0,1,2,24,1,0.0,1,1805,1,1,6,1,10.0
1700,2,0,2,26,0,0.0,1,1806,1,1,4,1,6.0
1701,1,0,0,30,0,7911.0,0,1807,1,1,1,0,1.0
1702,0,0,2,33,0,803.0,0,1808,1,1,5,1,12.0
1703,2,0,2,56,0,7406.0,0,1810,1,1,5,0,3.0
1704,0,1,1,25,1,0.0,1,1811,2,0,6,1,16.0
1705,0,0,2,28,0,948.0,0,1811,2,0,5,1,16.0
1706,0,0,2,25,1,1003.0,0,1812,1,1,5,0,7.0
1707,0,0,0,18,0,717.0,0,1813,1,1,5,0,6.0
1708,1,0,2,60,1,2943.0,0,1816,2,0,2,1,1.0
1709,1,0,2,41,1,2364.0,0,1816,2,0,2,1,2.0
1710,0,0,1,16,0,670.0,0,1817,1,1,5,1,3.0
1711,0,1,2,17,1,0.0,1,1818,1,1,6,0,7.0
1712,0,0,2,26,0,384.0,0,1821,1,1,6,0,3.0
1713,0,0,2,31,1,813.0,0,1822,1,1,6,0,8.0
1714,0,0,2,67,1,898.0,0,1823,1,1,7,1,4.0
1715,0,0,0,16,0,802.0,0,1826,1,1,5,1,6.0
1716,0,0,0,24,0,578.0,0,1827,1,1,5,1,6.0
1717,0,0,2,19,1,2214.0,0,1828,1,1,5,0,9.0
1718,1,0,0,48,1,3781.0,0,1829,6,0,3,0,1.0
1719,1,0,2,30,1,6696.0,0,1829,6,0,3,0,6.0
1720,1,0,2,22,1,11126.0,0,1829,6,0,3,0,6.0
1721,1,0,2,28,1,6206.0,0,1829,6,0,3,0,5.0
1722,1,1,0,23,1,0.0,1,1829,6,0,3,0,3.0
1723,1,0,2,29,0,2654.0,0,1829,6,0,3,0,3.0
1724,0,1,2,22,0,0.0,1,1831,1,1,6,1,11.0
1725,1,0,0,48,0,4890.0,0,1833,1,1,2,0,8.0
1726,2,0,2,26,1,1599.0,0,1834,1,1,5,1,1.0
1727,0,0,2,23,1,2858.0,0,1836,1,1,5,0,6.0
1728,0,0,2,55,0,1104.0,0,1841,1,1,5,0,7.0
1729,1,0,2,46,0,2733.0,0,1843,1,1,4,0,3.0
1730,0,0,1,38,0,1381.0,0,1844,3,0,5,1,10.0
1731,0,1,2,2,1,0.0,1,1844,3,0,6,1,10.0
1732,0,1,2,3,1,0.0,1,1844,3,0,6,1,10.0
1733,0,0,2,20,0,804.0,0,1846,1,1,5,0,8.0
1734,0,0,2,65,0,445.0,0,1847,1,1,6,1,9.0
1735,0,0,2,28,0,846.0,0,1848,1,1,6,1,10.0
1736,0,0,2,25,0,1395.0,0,1849,1,1,5,0,7.0
1737,0,0,1,54,0,573.0,0,1850,2,0,5,1,10.0
1738,0,0,0,25,0,761.0,0,1850,2,0,5,1,10.0
1739,0,1,2,14,1,0.0,1,1853,1,1,6,0,6.0
1740,1,0,0,53,1,14298.0,0,1854,1,1,0,1,3.0
1741,0,1,2,0,1,0.0,1,1855,2,0,6,0,12.0
1742,0,0,2,39,0,992.0,0,1855,2,0,4,0,12.0
1743,0,0,2,22,1,745.0,0,1856,1,1,5,0,5.0
1744,2,0,0,31,0,829.0,0,1857,1,1,3,1,6.0
1745,2,1,2,24,1,0.0,1,1859,1,1,5,1,7.0
1746,1,0,2,35,0,3157.0,0,1860,2,0,0,0,3.0
1747,1,0,0,35,0,4245.0,0,1860,2,0,0,0,3.0
1748,2,1,2,32,1,0.0,1,1861,2,0,5,1,8.0
1749,2,0,2,61,0,2475.0,0,1861,2,0,5,1,8.0
1750,0,0,0,58,1,1095.0,0,1863,1,1,5,0,10.0
1751,2,0,2,26,0,1778.0,0,1864,1,1,3,1,3.0
1752,0,1,2,4,0,0.0,1,1865,6,0,6,1,9.0
1753,0,0,2,1,0,0.0,1,1865,6,0,6,1,9.0
1754,0,0,2,8,1,0.0,1,1865,6,0,6,1,5.0
1755,0,0,2,7,0,0.0,1,1865,6,0,6,1,1.0
